CUST_ID,anomaly_percent,is_anomaly
C10084,8.712735420346458,0
C10085,14.364456209954588,0
C10086,9.253731127893351,0
C10087,15.155088734374372,0
C10088,13.485563596424718,0
C10089,19.093866665723837,0
C10090,19.99767522162351,0
C10092,18.962076433532083,0
C10093,15.092052323817065,0
C10094,11.979757593062985,0
C10095,21.960234240528813,0
C10096,10.724483932232449,0
C10097,14.454697853106069,0
C10098,14.64183150320191,0
C10099,14.539590871644517,0
C10100,16.453748673904602,0
C10101,12.186287729715781,0
C10102,15.211032488455722,0
C10103,16.395806732718118,0
C10104,20.443180746531667,0
C10105,11.804299811798426,0
C10106,17.270965208647397,0
C10107,18.636177261262628,0
C10108,18.55884319247341,0
C10109,13.388611670322744,0
C10110,9.795762557797081,0
C10111,14.793639526041332,0
C10112,19.185089387739616,0
C10113,10.206059973399583,0
C10114,16.70408494209792,0
C10115,8.284505778807123,0
C10116,15.498666318346539,0
C10117,12.924430028172647,0
C10118,12.711307990108148,0
C10119,10.537013024030395,0
C10120,13.6086277532696,0
C10121,11.256073041784783,0
C10122,13.460300589772235,0
C10123,16.43446412476224,0
C10124,13.839323376005193,0
C10125,23.698881538580572,0
C10126,12.491062766116855,0
C10127,24.276743147277713,0
C10128,13.378524347798459,0
C10130,23.703309895106162,0
C10131,33.99440073919595,1
C10132,12.143541015565292,0
C10133,10.740573647029896,0
C10134,19.678495973038242,0
C10135,18.756129077204907,0
C10136,10.96099836422039,0
C10137,11.399936738967376,0
C10138,9.79326414626076,0
C10139,22.277885798349093,0
C10140,14.479556247830692,0
C10141,11.242232920846362,0
C10142,23.850861170549344,0
C10143,12.803558081456904,0
C10144,50.85696787362567,1
C10145,17.60465844107519,0
C10146,13.549291959753798,0
C10147,10.721972160568033,0
C10148,14.296917120777685,0
C10149,24.05632549415011,0
C10150,17.533424975410558,0
C10151,13.883404308058807,0
C10152,13.70622438920653,0
C10153,13.462655823514849,0
C10154,9.64397204978093,0
C10155,13.11179334455873,0
C10156,26.882143637459887,1
C10157,16.29181639602069,0
C10158,16.05855405742717,0
C10159,36.519613645555644,1
C10160,9.995163939932235,0
C10161,20.28364701905293,0
C10162,23.545832304288027,0
C10163,15.13047284467538,0
C10164,22.80913955427443,0
C10165,14.892520076366575,0
C10166,14.587382404501318,0
C10167,14.421819820889741,0
C10168,15.296853824496726,0
C10169,12.235546336402114,0
C10170,18.217075289041663,0
C10171,16.868352421884282,0
C10172,15.088613902379947,0
C10173,15.023099176865152,0
C10174,15.803383330400028,0
C10175,8.940501373257126,0
C10176,8.527799720075484,0
C10177,28.543354102455154,1
C10178,12.050244361257691,0
C10179,11.61048801527449,0
C10180,21.114412399738946,0
C10181,15.011938997054417,0
C10182,14.96984920557215,0
C10183,12.208915951479634,0
C10184,19.573382143778588,0
C10185,7.5093837347408865,0
C10186,15.455249925649953,0
C10187,17.302287005929106,0
C10188,27.62757134814684,1
C10189,16.391647700219767,0
C10190,11.321812514760145,0
C10191,13.16715663598336,0
C10192,10.164206647372453,0
C10193,13.95228990309053,0
C10194,12.065998566339285,0
C10196,12.483290787788452,0
C10197,9.347855569302464,0
C10198,15.290059299902085,0
C10199,10.058442789761624,0
C10200,18.29355349907256,0
C10201,12.654412912071884,0
C10202,16.34587647921208,0
C10203,14.550037052891804,0
C10204,13.923553989980746,0
C10205,12.425463700222284,0
C10206,14.007195154891042,0
C10207,24.075552514399003,0
C10208,8.054717653650433,0
C10209,13.506877722120155,0
C10211,13.791744124167945,0
C10212,21.568740004081178,0
C10213,15.586049132292104,0
C10214,10.820859571370246,0
C10215,10.800824244296741,0
C10216,9.664427321819618,0
C10217,7.0266863013123695,0
C10218,21.23853327380588,0
C10219,10.846436715038982,0
C10220,12.270739034830864,0
C10221,13.862064680812686,0
C10222,10.80135628958369,0
C10223,13.605930415546414,0
C10224,13.052399990164911,0
C10226,10.230013874764477,0
C10227,14.387831684479766,0
C10228,13.663618891548312,0
C10229,30.145587785538197,1
C10230,15.328482831904653,0
C10231,15.606925650669584,0
C10232,17.862724116352947,0
C10233,27.22892489460433,1
C10234,15.630444208424507,0
C10235,11.70136028344634,0
C10236,7.0587765322182525,0
C10237,11.324551656927435,0
C10238,31.680247039009267,1
C10239,11.476775837253415,0
C10240,18.854280527408864,0
C10241,13.29731278030538,0
C10242,15.383699040781382,0
C10243,8.836458685335248,0
C10244,18.446155741088223,0
C10245,11.951803900979744,0
C10246,11.325376188477154,0
C10247,7.908223876274347,0
C10248,11.280065804586297,0
C10249,15.814747657547398,0
C10250,12.84189620806612,0
C10251,17.70326282314919,0
C10252,13.129494713834525,0
C10253,12.297474702681296,0
C10254,10.725419000379354,0
C10255,11.946569510399229,0
C10256,18.142712975838634,0
C10257,25.76874968538577,1
C10258,21.922928433606508,0
C10259,8.656425924124985,0
C10260,15.143791617105276,0
C10261,12.750882490963933,0
C10262,17.484767135826587,0
C10263,15.75182409964038,0
C10265,9.417628533869054,0
C10266,14.473050932263584,0
C10267,10.49698232709912,0
C10269,21.305515469179383,0
C10270,12.502542322779522,0
C10271,13.629279484095196,0
C10272,15.629939131151612,0
C10273,17.988532317470792,0
C10274,31.56205429480475,1
C10275,7.74992373565183,0
C10276,24.618049078459407,0
C10277,12.960157204339515,0
C10278,15.73154508120207,0
C10279,13.897476730971437,0
C10280,18.826930682681777,0
C10281,17.609498673036736,0
C10282,10.479360590574146,0
C10283,12.559058808711004,0
C10284,46.16244358502702,1
C10285,27.345531693081305,1
C10286,15.982217293676696,0
C10287,12.685643310930875,0
C10288,12.735563164603189,0
C10289,12.607972141785481,0
C10290,11.623740934764692,0
C10291,17.455941691256204,0
C10292,15.626331609790933,0
C10293,12.29408946603582,0
C10294,13.31727003428536,0
C10295,10.992981378568151,0
C10296,14.240132882825476,0
C10297,14.395371397341508,0
C10298,8.996126909999758,0
C10299,6.572064958138651,0
C10300,15.172669711615486,0
C10301,15.420600446002041,0
C10302,9.078467166192556,0
C10303,14.2243863056745,0
C10304,15.549394868591307,0
C10305,12.69627799465533,0
C10306,20.75908672256402,0
C10307,9.581357408195064,0
C10308,14.930580284702465,0
C10309,18.17220752934219,0
C10310,13.667503695895519,0
C10311,9.40060497817926,0
C10312,12.462602510791376,0
C10313,16.05899428738248,0
C10314,8.739099303805926,0
C10315,17.674154833994404,0
C10316,14.825501639881328,0
C10317,7.8484833265652405,0
C10318,13.494540359374781,0
C10319,9.847133429798234,0
C10320,12.623469774449667,0
C10321,17.559745406006723,0
C10322,16.319658876159217,0
C10323,22.02051698255594,0
C10324,15.073225018319922,0
C10325,12.752732683241433,0
C10326,14.242718938007679,0
C10327,16.352454010756006,0
C10328,17.203178519470306,0
C10329,16.163942869264726,0
C10330,13.944541094673625,0
C10331,10.808283965297864,0
C10332,11.36506699272905,0
C10333,13.019847519016462,0
C10334,12.546939598737314,0
C10335,15.201742696532177,0
C10336,14.254862081921008,0
C10337,31.011899726077036,1
C10338,17.24149127329476,0
C10339,12.997044380344699,0
C10340,16.573054672515774,0
C10341,14.231208394087192,0
C10342,14.711172207575391,0
C10343,11.750538278369621,0
C10344,12.575662696034993,0
C10345,16.92262454462183,0
C10346,12.808039721449507,0
C10347,15.393177584103315,0
C10348,15.527403265883708,0
C10349,12.025001987276589,0
C10350,19.16444289432118,0
C10351,11.28320242322176,0
C10352,33.84822825935288,1
C10353,13.608691089033764,0
C10354,10.602824891142792,0
C10355,14.159433781580185,0
C10356,10.108876536486637,0
C10357,17.441663934810077,0
C10358,10.795077235655311,0
C10359,17.22517706099121,0
C10360,12.022607579339583,0
C10361,15.477113192846229,0
C10362,9.99481261377137,0
C10364,11.832152307980975,0
C10365,16.25138617619988,0
C10366,11.44157241388586,0
C10367,16.58370606527779,0
C10368,21.831289636520868,0
C10369,11.178109305631638,0
C10370,9.699292439164626,0
C10371,15.68206182467035,0
C10372,10.867632379773767,0
C10373,14.640991576386803,0
C10374,11.428222410906857,0
C10375,27.71528030852161,1
C10376,13.373616208017495,0
C10377,16.41906408416414,0
C10378,14.186154364029646,0
C10379,18.7417105192192,0
C10380,13.299062421211092,0
C10381,17.725575074842013,0
C10382,16.782852111196757,0
C10383,16.721574536382555,0
C10384,15.96140432222085,0
C10385,16.005886075303007,0
C10386,14.326899834942598,0
C10387,10.53768855592777,0
C10388,27.364084790317694,1
C10389,15.147780376262263,0
C10390,14.124326552498697,0
C10391,15.119030625426443,0
C10392,22.75126630575557,0
C10393,15.786593652836247,0
C10395,9.593102213145821,0
C10396,12.977278989959087,0
C10397,17.34199382345045,0
C10398,10.21218297291882,0
C10399,15.641937598523995,0
C10400,30.98336733728935,1
C10402,13.624300359155786,0
C10403,12.617514757243598,0
C10404,14.206348327480084,0
C10405,15.497595068525923,0
C10406,10.048532547281997,0
C10407,37.693473491787024,1
C10408,14.414498473605425,0
C10409,14.204620407316337,0
C10410,11.641509675055223,0
C10411,14.370125126221343,0
C10412,13.89328212999633,0
C10413,10.60768181908477,0
C10414,10.228718287356577,0
C10415,13.613182216793144,0
C10416,14.203290813227776,0
C10417,13.459387523567177,0
C10419,15.378463482787904,0
C10420,12.35600015666118,0
C10421,10.672908887586098,0
C10422,15.433990877812018,0
C10423,11.650562085720567,0
C10424,19.529975107627116,0
C10425,13.055527138616805,0
C10426,12.072166856596615,0
C10427,16.67425590340286,0
C10428,8.99549184474895,0
C10429,14.86324467228903,0
C10430,31.297388801105726,1
C10431,22.288174133383812,0
C10432,13.456581676106113,0
C10433,5.079632768200501,0
C10434,12.826150888366456,0
C10435,10.069492265657361,0
C10436,15.05378030878516,0
C10437,14.836072439673472,0
C10438,19.371802838020884,0
C10439,11.109681677541248,0
C10441,10.29882668823849,0
C10442,14.853199461561154,0
C10443,13.765448171655365,0
C10444,12.038418304368339,0
C10445,14.23453786966843,0
C10446,13.48185029004677,0
C10447,17.278261940965177,0
C10448,11.068627718796895,0
C10449,13.954306633216873,0
C10450,11.619730547213482,0
C10451,11.286618071905801,0
C10452,14.675117428288194,0
C10453,14.295922655534813,0
C10454,16.205930229950777,0
C10455,16.96019557891908,0
C10456,12.398975397267485,0
C10457,13.68838361871445,0
C10458,11.805777382519086,0
C10459,11.51344543923762,0
C10460,13.20513788490532,0
C10461,10.785988248669971,0
C10462,13.235425322753114,0
C10463,13.431363192434878,0
C10466,16.32649195363973,0
C10467,9.718196790237782,0
C10468,17.137194882401186,0
C10469,13.718035949981003,0
C10470,11.813396711274727,0
C10471,27.173475964910708,1
C10472,10.948753800287001,0
C10473,6.233160903639564,0
C10474,10.697100540558015,0
C10475,11.483503335905048,0
C10476,12.503128943803619,0
C10477,13.76970189731356,0
C10478,12.668745685040687,0
C10480,16.73482215359366,0
C10481,10.098559676161019,0
C10482,13.382582271656643,0
C10483,16.21781528394343,0
C10484,11.954003455242113,0
C10485,12.051315969242115,0
C10486,13.023358450513753,0
C10487,16.98862985297878,0
C10488,11.259687904657456,0
C10489,15.12866680302449,0
C10490,12.9317577273111,0
C10491,9.564004691296386,0
C10492,15.590691856619696,0
C10493,14.502626550932952,0
C10494,15.193986756932008,0
C10495,7.128036339581105,0
C10497,17.77151998867407,0
C10498,11.020019469451114,0
C10501,14.851480155292851,0
C10502,7.641575765733786,0
C10503,6.716115839234911,0
C10504,27.11569982632715,1
C10505,12.356958740609658,0
C10506,17.591648308306787,0
C10507,21.69447861801244,0
C10508,12.537673779585004,0
C10509,11.978838720100544,0
C10510,11.581000450202561,0
C10511,8.017372450704793,0
C10512,12.21815486235847,0
C10513,19.34016263361259,0
C10514,21.024244310628024,0
C10515,9.809070672518546,0
C10516,15.69661794078856,0
C10517,18.43845004266019,0
C10518,13.312353509985577,0
C10519,15.023385112283488,0
C10520,13.120842434757222,0
C10521,15.074458955612366,0
C10522,12.027300078440424,0
C10523,61.009843127077566,1
C10524,20.351551175633332,0
C10525,9.10958599519705,0
C10526,10.166229540409311,0
C10527,14.414044854965832,0
C10528,13.253683000975727,0
C10529,39.701320178877424,1
C10530,13.97254727211397,0
C10532,12.97513916075998,0
C10533,11.337288722778894,0
C10534,32.961035821967585,1
C10535,16.15315583315942,0
C10536,8.673250512970183,0
C10537,11.169547809850789,0
C10538,18.010810000772626,0
C10539,13.025259021349669,0
C10540,23.380905803479315,0
C10542,21.812900494195578,0
C10543,23.852294366759576,0
C10544,28.41648822316693,1
C10545,14.935736037724567,0
C10546,11.399790670465272,0
C10547,12.221458572005517,0
C10548,12.631579860029197,0
C10549,15.420745839913844,0
C10550,15.67361848853972,0
C10551,20.48428423831888,0
C10552,9.871005747929463,0
C10553,11.606736557046062,0
C10554,10.121914411041155,0
C10555,9.96313863099177,0
C10556,11.805378319938464,0
C10557,6.750769804360705,0
C10558,15.545458856669828,0
C10559,23.4739380059219,0
C10560,13.109983375539382,0
C10561,21.824219421070115,0
C10562,7.4098053946667335,0
C10563,20.18717359352341,0
C10564,13.709096747185146,0
C10565,15.277323531997574,0
C10566,55.157401884261915,1
C10567,16.207202880167618,0
C10568,24.223391884481796,0
C10569,12.526175976802065,0
C10570,23.89106241139235,0
C10571,16.85265487015021,0
C10572,17.8378537288758,0
C10573,15.285559380644864,0
C10574,69.03347144387239,1
C10575,19.068376982755357,0
C10576,15.946314988454366,0
C10577,9.502994581872901,0
C10578,14.490252410287843,0
C10579,14.691920184490279,0
C10580,13.557315304954956,0
C10581,28.59892022631248,1
C10582,16.177000722414803,0
C10583,12.95347110455153,0
C10584,31.93719993094061,1
C10585,14.906838699265467,0
C10586,18.972468189011096,0
C10587,22.33361802222388,0
C10588,15.3191821092871,0
C10589,27.01386816778567,1
C10590,16.277506476347135,0
C10591,37.394671270527354,1
C10592,9.099186967339364,0
C10593,15.715904512901483,0
C10594,11.521121467033147,0
C10595,20.88719560912491,0
C10596,13.473150791808719,0
C10597,18.768671522732536,0
C10598,30.15303110115107,1
C10599,10.3169680044897,0
C10600,16.44890171331427,0
C10601,10.271485411336338,0
C10602,10.12270256269035,0
C10603,14.337412691171853,0
C10604,10.896952879450904,0
C10605,14.418194412518446,0
C10606,15.89142984113614,0
C10607,13.170248059692366,0
C10608,24.86099550573037,1
C10609,30.546943708997777,1
C10610,13.785606978868756,0
C10611,41.837711555521025,1
C10612,6.572646864756876,0
C10613,16.347184466661645,0
C10615,10.760591794777673,0
C10616,25.50830072969643,1
C10617,11.63541586556917,0
C10618,9.674630423528503,0
C10619,11.782717591382408,0
C10620,8.12717341870175,0
C10621,11.919959981413742,0
C10622,15.828175733873628,0
C10623,12.836073242473239,0
C10624,16.498595552811622,0
C10625,9.347671814139202,0
C10626,12.325493672992476,0
C10627,23.22186774483138,0
C10628,10.109239494882784,0
C10629,11.648500686346317,0
C10630,12.557350678611542,0
C10631,14.841974870069691,0
C10632,8.896363075205278,0
C10633,14.511620033615506,0
C10634,13.75813078861765,0
C10635,31.59605316475414,1
C10636,9.125833210684064,0
C10637,15.645607739340846,0
C10638,11.084370625572326,0
C10639,13.166992984809989,0
C10640,26.57483788167001,1
C10641,25.922359829697722,1
C10642,12.900648139906224,0
C10643,9.339002293626164,0
C10644,17.784987921982424,0
C10645,28.96149144389078,1
C10646,11.848649067724564,0
C10647,22.384148146095097,0
C10648,14.89522137100104,0
C10649,22.84847516318317,0
C10650,13.444009870951653,0
C10651,9.900647336720503,0
C10652,7.247094388352727,0
C10653,17.806795094982345,0
C10654,17.777181794956228,0
C10655,16.689278583054538,0
C10656,14.162723179161443,0
C10657,16.852917561405956,0
C10658,12.792095456412525,0
C10659,25.689572891245465,1
C10660,4.884871335270958,0
C10661,14.939272309898174,0
C10662,21.578777032430885,0
C10663,16.051217632796302,0
C10665,13.776555110493586,0
C10666,6.353348942429237,0
C10667,16.110551280390997,0
C10668,12.766782818578207,0
C10669,27.362199580647843,1
C10670,18.534226109223706,0
C10671,39.26615546078556,1
C10672,10.499310858721307,0
C10673,16.900459983266135,0
C10674,10.371302328054844,0
C10675,20.310222174705807,0
C10676,14.376519819106894,0
C10677,12.591248092394435,0
C10678,30.50389285443149,1
C10679,22.77623619469167,0
C10680,17.97136416381292,0
C10681,19.972711292290043,0
C10682,17.983326420133086,0
C10683,13.822237788288675,0
C10684,35.78895719179192,1
C10685,13.316727067972153,0
C10686,10.910224760550053,0
C10688,14.67461393188658,0
C10689,21.90032310176903,0
C10690,12.622047539588674,0
C10691,10.581209583971535,0
C10692,8.941057262572635,0
C10693,23.96503221591686,0
C10694,16.451614809108737,0
C10695,16.027047307777885,0
C10696,32.317573945249414,1
C10697,10.711402513783165,0
C10698,9.175483497843977,0
C10699,12.153005705809251,0
C10700,12.611614529091941,0
C10701,12.408447739409072,0
C10702,12.561910590402533,0
C10703,15.395478910098811,0
C10704,21.80046128638842,0
C10705,17.248735587579237,0
C10706,13.783077638970633,0
C10707,11.849714828243751,0
C10708,25.38723360599565,1
C10709,12.859217361714059,0
C10710,16.837868050759838,0
C10711,14.058562145193978,0
C10712,14.13446832082764,0
C10713,15.931279432254572,0
C10714,16.71053277586998,0
C10715,11.67429335084621,0
C10716,7.501569185399175,0
C10717,22.21330175280635,0
C10718,11.236316466986262,0
C10719,16.218623099884052,0
C10720,13.598770116554274,0
C10721,10.899483733812161,0
C10722,13.182537633549721,0
C10723,22.90727116153918,0
C10724,27.692701964422344,1
C10725,21.511673794980155,0
C10726,14.81502722320701,0
C10727,13.139379847782044,0
C10728,16.011115784489423,0
C10729,12.370328798188885,0
C10730,13.005876599700276,0
C10731,12.562321161649542,0
C10732,12.191361709671478,0
C10733,14.139883770452391,0
C10734,12.708211698872015,0
C10735,36.13107860601303,1
C10736,18.021311468445898,0
C10737,21.69091902236827,0
C10738,11.280563377357042,0
C10739,17.989491429569135,0
C10740,12.89528415217255,0
C10741,14.559294697868234,0
C10742,17.234066318806278,0
C10743,16.317847765285933,0
C10744,15.284913639265344,0
C10745,10.62339104105261,0
C10746,16.21639498624166,0
C10747,6.073747395331813,0
C10748,14.991406158459583,0
C10749,14.43368886411958,0
C10750,18.956205436939285,0
C10751,10.974285211996817,0
C10752,26.55709022056208,1
C10753,22.111691975454654,0
C10754,12.873382311616194,0
C10755,10.905925804714558,0
C10756,12.886201269013476,0
C10757,15.020061988866548,0
C10758,14.734144512755218,0
C10759,14.284019674851345,0
C10760,24.20294978461391,0
C10761,8.455451708980876,0
C10762,28.855871700291296,1
C10763,17.010996732559565,0
C10764,13.41869736648077,0
C10765,11.68117263341023,0
C10766,12.405410960075052,0
C10767,20.034899949545967,0
C10768,16.04436569130391,0
C10769,15.29057847795422,0
C10770,8.925147939819439,0
C10771,12.146648306564014,0
C10772,15.333180686149857,0
C10773,11.577983383090135,0
C10774,12.36637300589376,0
C10775,12.638846330253047,0
C10776,11.611052839014114,0
C10777,14.3042270233941,0
C10779,12.409233124603693,0
C10780,9.262150138698354,0
C10781,14.012006450024552,0
C10782,10.30806830192834,0
C10783,16.260965700770235,0
C10784,15.750833649654789,0
C10785,14.275671823645439,0
C10786,11.990484645520594,0
C10787,12.261041164567883,0
C10788,12.370820387635243,0
C10789,12.411286404307399,0
C10790,10.241855659710415,0
C10791,12.854576320098191,0
C10792,15.48335570927009,0
C10793,14.16615582255201,0
C10794,12.744384806614399,0
C10795,15.560481460460448,0
C10796,13.368021859375354,0
C10797,13.49469454757444,0
C10798,14.961878556919736,0
C10799,18.870691288788276,0
C10800,13.418655543758213,0
C10801,11.0152942504886,0
C10803,14.567949793192339,0
C10804,12.456928088678092,0
C10805,27.912847927743506,1
C10806,9.761108041068,0
C10807,13.358365339766046,0
C10808,17.217695759782178,0
C10809,18.610705073911113,0
C10810,12.344128208940914,0
C10811,21.816769411811133,0
C10812,10.66836573309214,0
C10813,6.653298961260646,0
C10814,12.04263903556649,0
C10815,11.91118376055898,0
C10816,10.33592705292239,0
C10817,18.705920457818937,0
C10818,24.112475188430352,0
C10819,9.857197742024248,0
C10820,14.659650626922113,0
C10821,13.306662571899649,0
C10822,10.523939592486103,0
C10823,13.90875464194043,0
C10824,15.649444406726243,0
C10825,11.677158237002464,0
C10826,16.838253049153682,0
C10827,15.130831226394417,0
C10828,7.0609296310414145,0
C10829,21.847088434153076,0
C10830,27.42250823716451,1
C10831,20.101845015281718,0
C10832,16.45709413080895,0
C10833,9.745374252537042,0
C10834,12.579675201753698,0
C10835,11.949366485446882,0
C10836,11.954456963609887,0
C10837,9.796091249524412,0
C10838,12.753321482444758,0
C10839,17.806885299039614,0
C10840,19.16177340107987,0
C10841,9.674834456568426,0
C10843,12.206771361034004,0
C10844,13.083535086117884,0
C10845,13.086369465196364,0
C10846,16.340085277723926,0
C10847,13.114753630363825,0
C10848,14.82457446238486,0
C10849,20.246506268132876,0
C10850,15.426066408251678,0
C10852,12.53975813067435,0
C10853,12.208158501765451,0
C10854,15.346171085788857,0
C10855,15.513897892097821,0
C10856,12.95547362689375,0
C10857,10.327676524070316,0
C10858,11.278664186961377,0
C10859,10.019841473126757,0
C10860,7.886852229655285,0
C10861,13.770237733166732,0
C10862,14.92005528638067,0
C10863,14.02373322075493,0
C10864,14.209569936772578,0
C10865,8.942572171478563,0
C10866,7.954790971728687,0
C10867,14.934578385790967,0
C10868,14.4788365377026,0
C10869,15.86212625440723,0
C10870,14.131694456523489,0
C10871,15.198570065826372,0
C10872,10.63634696447006,0
C10873,33.44730875249994,1
C10874,13.272297508256681,0
C10875,23.896267573922994,0
C10876,14.00755271753197,0
C10877,13.491314791337397,0
C10878,17.057866196817525,0
C10879,13.503480403755555,0
C10880,10.138092929779342,0
C10881,12.265084910363566,0
C10882,16.396011804477997,0
C10883,14.317666214921143,0
C10884,17.04199664805802,0
C10885,39.70002003058896,1
C10886,12.31479733829516,0
C10887,15.089026784381943,0
C10888,18.444836440909498,0
C10889,16.205683860301367,0
C10890,15.320491298123077,0
C10891,16.963211022630944,0
C10892,14.395186088119372,0
C10893,9.024464498066104,0
C10894,8.053545450919742,0
C10895,12.222105816549423,0
C10896,14.692159306444951,0
C10897,15.668561065740679,0
C10898,10.745361378331381,0
C10899,11.287708273098211,0
C10900,16.222605867127115,0
C10901,4.270412844048319,0
C10902,13.610694762767626,0
C10903,16.415934275309677,0
C10904,17.47842047382475,0
C10905,15.307988228208554,0
C10906,10.574690091522914,0
C10907,17.924726421209677,0
C10908,9.973782202014153,0
C10909,15.67813449055656,0
C10910,16.990168244397434,0
C10911,13.523347875686536,0
C10912,16.71517893720291,0
C10913,7.454632672048707,0
C10914,34.184022568281705,1
C10915,17.533727498873812,0
C10916,7.8377454465867125,0
C10917,25.63530647168229,1
C10918,13.890012974942847,0
C10919,12.88266664817527,0
C10920,17.996680726011302,0
C10921,11.982428058359952,0
C10922,24.148756461654763,0
C10923,12.82637535031729,0
C10924,8.48495846743787,0
C10925,16.365916061405137,0
C10926,14.399287853050302,0
C10927,14.00912709785743,0
C10928,18.475294236925375,0
C10929,26.430558272176707,1
C10930,17.70660201456696,0
C10931,15.409707988273535,0
C10932,11.115141695761837,0
C10933,16.077576999316822,0
C10934,15.908094935367172,0
C10935,9.923833174143075,0
C10936,17.51554419159424,0
C10937,11.358946849798425,0
C10939,14.31924901119857,0
C10940,15.127019309733344,0
C10941,10.847313673036439,0
C10942,10.201404639714742,0
C10943,12.385792595755474,0
C10944,17.75210501908857,0
C10945,13.68484350148853,0
C10946,13.702383008969463,0
C10947,16.765422214850876,0
C10949,21.434814629929036,0
C10950,9.790634423878961,0
C10951,11.180563809862322,0
C10952,20.653983981357314,0
C10953,10.995273128671961,0
C10954,18.677822485168818,0
C10955,19.244037655962686,0
C10956,13.530433015785151,0
C10957,13.721194543460067,0
C10958,11.406300931012714,0
C10959,14.866652417406739,0
C10960,12.08911063212686,0
C10961,14.209776788014986,0
C10962,16.256069071854284,0
C10963,10.011555023342538,0
C10965,14.920529328426344,0
C10966,10.856242789675214,0
C10967,21.431849755513074,0
C10968,14.447260967665276,0
C10969,14.317293425458272,0
C10970,7.7913205143238615,0
C10971,13.854048845989814,0
C10972,24.492427614341093,0
C10973,16.286696191183793,0
C10974,11.399710085190712,0
C10975,35.576632745099666,1
C10976,14.089069484338623,0
C10977,6.0745456327499845,0
C10978,10.938810192734106,0
C10979,12.288035332106256,0
C10980,18.240435370936005,0
C10981,11.912608299102196,0
C10982,12.327873960612107,0
C10983,15.854742243792494,0
C10984,17.98451083545305,0
C10985,9.448754385518649,0
C10986,7.40445438116772,0
C10987,14.682601101298806,0
C10988,8.167783967140785,0
C10989,12.839272331796378,0
C10990,13.926321843805448,0
C10991,13.086603645040332,0
C10992,14.344745943764806,0
C10993,14.965729168076619,0
C10994,5.404816294895149,0
C10995,10.68837356299774,0
C10996,12.749584991593213,0
C10997,15.020743369912761,0
C10998,12.698781962349074,0
C10999,11.937704988908955,0
C11000,11.64001725696888,0
C11001,18.241735873409954,0
C11002,11.445760071396094,0
C11003,13.001731780098671,0
C11004,44.303627140563684,1
C11005,17.875184909785713,0
C11006,14.36639765195656,0
C11007,16.094574294822834,0
C11008,18.759142960090255,0
C11009,18.483582435295144,0
C11010,16.205435033164953,0
C11011,18.658894752963697,0
C11012,9.192168229366883,0
C11013,11.360456802031578,0
C11014,14.063681963258393,0
C11015,15.508444728221157,0
C11016,16.797166138391525,0
C11017,13.905793611445436,0
C11018,15.036280285798021,0
C11019,11.74351270992175,0
C11020,15.139008831876687,0
C11021,19.67710701637026,0
C11022,15.156496318949578,0
C11023,11.661044815767834,0
C11024,19.736482638378728,0
C11025,13.926755774044015,0
C11026,14.188337498906792,0
C11027,9.154042462289487,0
C11028,14.523613711178966,0
C11029,9.937132554151654,0
